Genus,Species,tmax_metric,tmax_acc,tmax_acc_days,tmax_acc_type,tmax_col_time_if_field_fresh,tmax,lat_max,long_max,no_NicheMapR_data,altitude,Phylum,Class,Order,Family,Realm,REF_max,citation_details_or_paper_in_which_data_were_compiled,notes.2017,NM_1cm_airshade,NM_2m_airshade,NM_exposed_bodytemp,NM_exposed_air,NM_exposed_body_wet,NM_shade_body_wet,NMGHCND_2m_airshade,NMGHCND_exposed_Te,NMGHCND_exposed_Te_wet,NMGHCND_2m_airshade95,NMGHCND_exposed_Te95,NMGHCND_exposed_Te_wet95,NMGHCND_shade_Te_wet,NMGHCND_shade_Te_wet95
Aulacomya,atra,leth,13,7,lab,,25.6,-36.5,-73.9,,0,Mollusca,Bivalvia,Mytiloida,Mytilidae,Marine,Urban_1994,Marine_Ecology_Progress_Series_107:_139-145_1994,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Choromytilus,chorus,leth,13,7,lab,,26.3,-36.5,-73.9,,0,Mollusca,Bivalvia,Mytiloida,Mytilidae,Marine,Urban_1994,Marine_Ecology_Progress_Series_107:_139-145_1994,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ensis,macha,leth,13,7,lab,,25,-36.5,-73.9,,0,Mollusca,Bivalvia,Veneroida,Pharidae,Marine,Urban_1994,Marine_Ecology_Progress_Series_107:_139-145_1994,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Protothaca,thaca,leth,13,7,lab,,28.1,-36.5,-73.9,,0,Mollusca,Bivalvia,Veneroida,Veneridae,Marine,Urban_1994,Marine_Ecology_Progress_Series_107:_139-145_1994,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tagelus,dombeii,leth,13,7,lab,,25.1,-36.5,-73.9,,0,Mollusca,Bivalvia,Veneroida,Solecurtidae,Marine,Urban_1994,Marine_Ecology_Progress_Series_107:_139-145_1994,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venus,antiqua,leth,13,7,lab,,25.6,-36.5,-73.9,,0,Mollusca,Bivalvia,Veneroida,Veneridae,Marine,Urban_1994,MarineEcologyProgressSeries107:139-1451994,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phymaturus,patagonicus,crit,30,90,field_fresh,,39.9,-41,-71,,900,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Ibarguengoytia_2005,Sunday_et_al_PRSB_2011,acclimation data added; field temperature taken from mean of body temps,22.6853714,22.09933472,41.15090942,31.66435242,20.98087311,13.34890652,33.75653076,50.65490723,29.64687347,18.93939209,35.65892048,19.15902433,22.50772095,12.71220202
Anolis,shrevei,crit,29.2,NA,,,40.1,18.8,-70.7,,2200,Chordata,Reptilia,Squamata,Polychrotidae,Terrestrial,Hertz_Huey_1981,Sunday_et_al_PNAS_2014,,25.3080368,24.27514648,47.96716309,37.28909683,28.98136711,18.21764946,31.16226196,52.53911591,32.54892731,23.28417969,45.58472977,26.62395926,24.90123367,18.30686579
Anolis,cybotes,crit,29.9,NA,,,39,19.2,-70.6,,1150,Chordata,Reptilia,Squamata,Polychrotidae,Terrestrial,Hertz_Huey_1981,Sunday_et_al_PNAS_2014,,33.832798,32.47167969,57.22748184,46.63938141,34.74837112,25.07818413,39.26226807,61.45214844,36.46374512,31.13482666,54.01891708,33.30698318,31.51200676,25.1792738
Bufo,woodhousii_fowleri,crit,22,NA,,,41.1,41.779,-70.103,,15,Chordata,Amphibia,Anura,Bufonidae,Terrestrial,Sherman_1970,Sunday_et_al_PNAS_2014,,25.98888779,25.23742676,49.99564743,34.95490646,37.38721848,20.64064026,36.2845459,52.18572235,35.63682175,22.60345459,38.28541775,24.27956104,29.54959106,19.01541576
Tautogolabrus,adspersus,leth,20,90,field_fresh,,30,42,-70,,0,Chordata,Actinopterygii,Perciformes,Labridae,Marine,Brett_1970,Sunday_et_al_PRSB_2011,added duration of acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liolaemus,kriegi,crit,29,NA,,,43.67,-42.07833333,-69.51715,,950,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,24.43526268,23.68847656,43.6876564,33.91381836,21.29569817,13.2117424,35.55651855,52.70339966,29.70264435,20.47412109,37.84216766,19.40672264,21.91862679,12.72900233
Liolaemus,cf_elongatus,crit,29,NA,,,45.1,-41.88333333,-69.36666667,,1850,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_2005,Sunday_et_al_PNAS_2014,,23.91204834,23.1305542,43.54571152,33.53069687,20.88075638,12.57374763,35.05651855,52.55642319,29.25164223,19.88319397,37.70467281,19.00738621,21.26314545,12.09900322
Liolaemus,cf._elongatus,crit,29,NA,,,45.1,-41.88333333,-69.36666667,,700,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,23.91204834,23.1305542,43.54571152,33.53069687,20.88075638,12.57374763,35.05651855,52.55642319,29.25164223,19.88319397,37.70467281,19.00738621,21.26314545,12.09900322
Liolaemus,rothi,crit,29,NA,,,43.8,-40.2863,-68.45448333,,500,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,28.15582848,26.93899536,52.94428635,40.93437576,28.87997055,15.16917419,36.86676025,60.54043198,32.8533287,23.5093689,46.21572571,22.90580664,23.43375587,14.78537054
Liolaemus,petrophilus,crit,29,NA,,,45.23,-42.2606,-68.4115,,900,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,25.02345657,24.15682983,44.60341263,34.55879211,21.27499771,13.0205164,36.15652466,54.10040665,29.28792763,20.95651093,38.8170351,19.42048655,21.59066963,12.5893672
Liolaemus,sp2,crit,29,NA,,,44.7,-40.44288333,-68.3728,,200,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_2005,Sunday_et_al_PNAS_2014,,27.69787407,26.53137207,51.97751999,40.13297653,28.18590927,14.81361008,36.36672974,59.65858078,32.4167366,23.0697525,45.4609911,22.50709085,23.02002144,14.41252565
Liolaemus,multicolor,crit,29,NA,,,44.7,-40.44288333,-68.3728,,0,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,27.69787407,26.53137207,51.97751999,40.13297653,28.18590927,14.81361008,36.36672974,59.65858078,32.4167366,23.0697525,45.4609911,22.50709085,23.02002144,14.41252565
Liolaemus,canqueli,crit,29,NA,,,44.6,-44.03771,-68.35657,,900,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,26.34547043,25.7038269,42.55174637,34.21196747,21.42010498,14.6649189,38.38787842,53.82122421,31.54510498,23,37.77060947,19.92224531,24.80629539,14.39194746
Liolaemus,bibronii,crit,29,NA,,,44.53,-40.26955,-68.22613,,0,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,28.36305618,27.13897705,53.08895111,41.09475327,28.99547577,15.36964798,37.06671143,60.7784729,33.0296402,23.73864746,46.50626793,23.08124628,23.65791702,14.99216733
Liolaemus,poecilochromus,crit,29,NA,,,44.16,-27.52333333,-68.12583333,,3500,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,18.39409637,16.96264648,46.18754959,31.83470154,20.35327148,9.395366669,28.57659912,54.28921127,27.90146255,16.90122375,42.78370361,19.43371162,18.61751747,10.4656034
Laternula,elliptica,leth,-0.5,90,field_fresh,,9,-67.5,-68,,0,Mollusca,Bivalvia,Pholadomyoida,Laternulidae,Marine,Peck_et_al_2002,Sunday_et_al_PRSB_2011,added acclimation; took a mean from field data and short acclimation in lab; cold tolerance was artificial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adamussium,colbecki,leth,NA,NA,,,4,-67.5,-68,,0,Mollusca,Bivalvia,Ostreoida,Pectinidae,Marine,Peck_et_al_2004,Sunday_et_al_PRSB_2011,The LT50 was from a different study: Bailey PhD thesis. No acclimation given.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odontaster,validus,leth,0,28,lab,,15,-67.5,-68,,0,Echinodermata,Asteroidea,Valvatida,Odontasteridae,Marine,Peck_et_al_2008,Sunday_et_al_PRSB_2011,added acclimation; cold tolerance was artificial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liolaemus,olongasta,crit,29,NA,,,44.58,-29.81666667,-67.95,,900,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,33.16189575,30.72894287,66.93371582,51.79571152,35.15673447,21.1171608,41.13433838,73.9718399,36.91733551,28.79370422,60.82858448,32.16302204,30.12026596,21.39098806
Liolaemus,capillitas,crit,29,NA,,,43.7,-29.73333333,-67.75,,3300,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_2005,Sunday_et_al_PNAS_2014,,31.47782898,29.32498169,63.92163849,48.9417572,33.61886978,19.68457222,39.73431396,71.24081421,36.64458847,27.43869629,58.21154346,30.36627703,28.66898918,19.95384321
Liolaemus,cf._capillitas,crit,29,NA,,,43.7,-29.73333333,-67.75,,2500,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,31.47782898,29.32498169,63.92163849,48.9417572,33.61886978,19.68457222,39.73431396,71.24081421,36.64458847,27.43869629,58.21154346,30.36627703,28.66898918,19.95384321
Liolaemus,riojanus,crit,29,NA,,,45.2,-30.20433333,-67.66883333,,500,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,33.19017029,30.92791748,66.24193573,51.10109329,34.75714111,20.95118523,41.23431396,73.30964661,36.82511139,28.7927002,59.91522255,31.55041428,29.75981712,21.07567787
Liolaemus,salinicola,crit,29,NA,,,48.21,-27.47616667,-67.64016667,,0,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,29.54544067,27.50897217,59.23923874,45.24321365,32.0900116,18.9747467,38.33428955,66.64543152,35.97193909,26.67559814,55.20875778,29.56499863,28.21994591,19.75667076
Liolaemus,darwinii,crit,29,NA,,,44.68,-29.51,-67.57,,800,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,29.39383125,27.41479492,60.87246704,46.05103683,32.02570343,17.9831562,37.93426514,68.58210754,36.05649567,25.7393631,55.48502598,28.59085102,26.84904289,18.33189802
Liolaemus,kingii,crit,29,NA,,,44.5,-45.41,-67.56,,0,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,25.02282143,24.44650269,39.00563431,31.58098793,19.77649498,13.75669765,37.58786011,50.81565475,30.07424355,22.24121094,35.26525402,18.67842798,24.5335331,13.70267997
Liolaemus,abaucan,crit,29,NA,,,47.3,-27.2499,-67.42391,,1200,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,23.51709557,21.70001221,51.66259766,37.65510941,27.54534531,13.6161108,32.73431396,59.861866,31.91036224,21.39251709,48.2509222,23.1186017,22.96819305,14.56783295
Liolaemus,laurenti,crit,29,NA,,,46.18,-30.1226,-67.4013,,800,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,34.07117081,31.81887817,66.65381622,52.06687927,35.3332901,21.85189629,42.13430786,74.01591492,37.18892288,29.78265381,60.59451885,32.3320406,30.67968941,21.99946165
Sphaerodactylus,macrolepis,crit,27.6,NA,,,39.5,18.133393,-66.975063,,NA,Chordata,Reptilia,Squamata,Gekkonidae,Terrestrial,Alvarez_1992,Sunday_et_al_PRSB_2011,Alvarez 1992 is a PhD thesis; but found the data in Martin and Huey 2008,30.20571327,29.20861816,49.37753677,39.81697845,32.79554367,24.16369629,34.94158936,51.98024368,34.23988724,28.47023468,46.23581104,28.81156588,29.66270065,24.32943907
Liolaemus,sp1,crit,29,NA,,,45,-37.3963,-67.1124,,1200,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_2005,Sunday_et_al_PNAS_2014,,35.34733582,33.26123047,67.59785461,53.38330841,35.7090416,21.43423843,42.86672974,73.66495514,37.14467621,29.86673126,59.66179638,32.0922575,29.96665001,21.19691858
Liolaemus,cuyanus,crit,29,NA,,,45.7,-28.18,-67.11,,400,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,34.49573517,32.20355225,65.71095276,51.81445313,35.45007324,22.61881447,42.83428955,73.50643158,37.94975662,30.71398926,60.84567909,33.12896194,31.63758278,23.13233814
Liolaemus,chacoensis,crit,29,NA,,,44.1,-28.8017,-66.93978333,,700,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,32.95732498,30.80487061,64.1138382,50.10061646,34.20859909,21.06761742,41.53430176,71.92756653,36.74831772,29.28286743,59.08299255,31.47673302,30.09744644,21.48003302
Liolaemus,pseudoanomalus,crit,29,NA,,,45.93,-28.8017,-66.93978333,,990,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,32.95732498,30.80487061,64.1138382,50.10061646,34.20859909,21.06761742,41.53430176,71.92756653,36.74831772,29.28286743,59.08299255,31.47673302,30.09744644,21.48003302
Sphaerodactylus,nicholsi,crit,30.2,NA,,,40.5,18.133393,-66.975063,,NA,Chordata,Reptilia,Squamata,Gekkonidae,Terrestrial,Alvarez_1992,Sunday_et_al_PRSB_2011,Alvarez 1992 is a PhD thesis; but found the data in Martin and Huey 2008,30.20571327,29.20861816,49.37753677,39.81697845,32.79554367,24.16369629,34.94158936,51.98024368,34.23988724,28.47023468,46.23581104,28.81156588,29.66270065,24.32943907
Sphaerodactylus,roosevelti,crit,30.2,NA,,,39.5,18.133393,-66.975063,,NA,Chordata,Reptilia,Squamata,Gekkonidae,Terrestrial,Alvarez_1992,Sunday_et_al_PRSB_2011,Alvarez 1992 is a PhD thesis; but found the data in Martin and Huey 2008,30.20571327,29.20861816,49.37753677,39.81697845,32.79554367,24.16369629,34.94158936,51.98024368,34.23988724,28.47023468,46.23581104,28.81156588,29.66270065,24.32943907
Anolis,cooki,crit,NA,NA,,,38.8,18.1,-66.9,,0,Chordata,Reptilia,Squamata,Polychrotidae,Terrestrial,Huey_unpubl._data,Sunday_et_al_PRSB_2011,acclimation is not provided in Huey et al 2009 data table; original work is not published,30.20558167,29.20861816,49.37818909,39.81740189,32.79636765,24.16369629,33.97055054,50.42816162,34.5406723,28.6083374,46.30692825,29.93294182,28.76954079,24.49596815
Liolaemus,robertmertensi,crit,29,NA,,,43,-28.80833333,-66.74216667,,690,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,35.21320343,32.80096436,67.30428314,53.21260071,35.89548111,22.84659958,43.33428955,74.57762146,38.26452637,31.14556885,61.79981937,33.47155075,31.72955704,23.25988617
Liolaemus,scrocchi,crit,29,NA,,,43.91,-24.13516667,-66.67433333,,3200,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,17.35810089,16.20733643,43.13485336,30.08974457,18.09365654,8.259037971,27.7255249,51.45023727,22.85594749,16.17000732,39.69982338,17.79057636,16.33064079,9.071030664
Liolaemus,koslowskyi,crit,29,NA,,,46.1,-28.8017,-66.56387,,800,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,35.77752686,33.40054321,67.82672119,53.81241608,36.286129,23.30295944,43.83428955,74.73317719,38.56648636,31.71339569,62.25237331,33.87299061,32.16895294,23.69645567
Liolaemus,irregularis,crit,29,NA,,,44.98,-24.25133333,-66.352,,3060,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,17.14949417,16.00219727,42.76448822,29.73778534,17.83088875,8.303438187,27.2255249,51.05581665,22.53717804,15.78924561,39.11894608,17.46563444,16.08614731,8.790289402
Liolaemus,quilmes,crit,29,NA,,,44.69,-26.5936,-66.1649,,1600,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,26.46167946,24.5296936,51.9848671,39.45621109,28.82645226,16.44961548,34.49536133,59.49985123,32.95663834,23.85855103,48.4193985,24.81620874,24.81620598,16.86163921
Liolaemus,scapularis,crit,29,NA,,,45.57,-26.5936,-66.1649,,1000,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,26.46167946,24.5296936,51.9848671,39.45621109,28.82645226,16.44961548,34.49536133,59.49985123,32.95663834,23.85855103,48.4193985,24.81620874,24.81620598,16.86163921
Liolaemus,albiceps,crit,29,NA,,,44.33,-24.31723333,-66.15191667,,3060,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,19.03302383,17.81747437,45.26917648,32.18371582,19.46310997,9.781132698,29.09539795,53.39575195,26.91487122,17.56382141,41.28510361,19.11923494,18.04553986,10.59023643
Liolaemus,sp3,crit,29,NA,,,43.85,-24.30526667,-66.15116667,,3350,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_2005,Sunday_et_al_PNAS_2014,,19.03297424,17.81747437,45.26955795,32.18390656,19.4630661,9.781103134,29.09539795,53.39725113,26.75617981,17.56381836,41.28611221,19.11966553,18.04554176,10.59059539
Anolis,gundlachi,crit,24.8,90,field_fresh,,35.7,18.241,-66.135,,350,Chordata,Reptilia,Squamata,Polychrotidae,Terrestrial,Huey_1976,Sunday_et_al_PNAS_2014,acclimation was only 1 day; in most studies this is considered field-fresh; therefore changed acclimation data and used mean field body temp for acclimation temp,30.06214714,29.06994629,49.05403137,39.60205078,32.4567337,23.79378319,36.03424072,52.1222496,35.45651627,28.38232422,45.87711163,30.5400856,30.34112167,24.05034523
Anolis,cristatellus,crit,28,8,,,37.1,18.5,-66.135,,NA,Chordata,Reptilia,Squamata,Polychrotidae,Terrestrial,Huey_1983,Sunday_et_al_PRSB_2011,found acclimation temp in original source,31.52019882,30.47161865,50.65329742,41.19743729,33.54246521,25.05914688,35.13214111,52.63723373,35.47597504,29.83057709,47.66499062,31.93565426,29.67841339,25.32432985
Sphaerodactylus,gaigeae,crit,27.6,NA,,,38.2,18.1,-65.89,,NA,Chordata,Reptilia,Squamata,Gekkonidae,Terrestrial,Alvarez_1992,Sunday_et_al_PRSB_2011,Alvarez 1992 is a PhD thesis; but found the data in Martin and Huey 2008,30.28481674,29.32537842,48.87681961,39.62047195,32.63088608,24.08356667,33.25323486,50.35938263,34.29423904,28.69387817,46.01424522,30.9824297,27.82358742,24.25648956
Eleutherodactylus,coqui,crit,27,7,,,37.2,18.4,-65.8,,15,Chordata,Amphibia,Anura,Leptodactylidae,Terrestrial,Christian_et_al_1988,Sunday_et_al_PRSB_2011,acc data on p.237,31.71862602,30.67208862,57.53622818,41.3782959,38.5537796,26.0440731,37.86871338,55.60686111,36.31496048,29.91812134,47.74696407,32.07581997,31.75841522,25.20994081
Eleutherodactylus,portoricensus,crit,20,7,,,36.3,18.31,-65.75,,500,Chordata,Amphibia,Anura,Leptodactylidae,Terrestrial,Christian_1988,Sunday_et_al_PNAS_2014,,30.11201668,29.12561035,56.15003586,39.68693542,39.72116852,24.66246796,36.36871338,54.07080841,35.68182755,28.42432556,46.02202263,30.793297,30.57806396,23.93380804
Sphaerodactylus,klauberi,crit,25.1,NA,,,36.3,18.1,-65.72,,NA,Chordata,Reptilia,Squamata,Gekkonidae,Terrestrial,Alvarez_1992,Sunday_et_al_PRSB_2011,Alvarez 1992 is a PhD thesis; but found the data in Martin and Huey 2008,31.61110878,30.6022644,50.38949966,40.99912262,33.5772171,25.24811554,33.68283081,51.23044968,34.90375137,29.8655426,47.11916561,31.78694143,28.71730804,25.40159521
Sphaerodactylus,townsendi,crit,30.2,NA,,,41.7,18.305215,-65.757117,,NA,Chordata,Reptilia,Squamata,Gekkonidae,Terrestrial,Alvarez_1992,Sunday_et_al_PRSB_2011,Alvarez 1992 is a PhD thesis; but found the data in Martin and Huey 2008,30.11203003,29.12561035,49.22520065,39.68694305,32.54096985,23.83448982,36.36871338,54.07125854,35.49971008,28.42432251,46.02209358,30.81802292,30.66156387,23.9337882
Liolaemus,xanthoviridis,crit,29,NA,,,44.48,-43.73838333,-65.5761,,0,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,28.02183151,27.25036621,43.90975952,35.63195038,22.25628281,15.67492771,38.72457886,53.84790039,31.45998764,24.84200134,39.32295704,20.96424189,25.50051117,15.73593812
Liolaemus,fitzingerii,crit,29,NA,,,44.45,-43.48536,-65.46557,,0,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,28.70070457,28.0032959,44.84570313,36.45135117,22.76407814,16.2487011,39.42459106,54.63785934,32.0847702,25.5144043,40.12578106,21.47033052,25.76114082,16.26331711
Liolaemus,cf_telsen,crit,29,NA,,,44.6,-42.3947,-64.59311,,400,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_2005,Sunday_et_al_PNAS_2014,,29.65748596,28.9041748,47.33420181,38.34211349,28.16568184,17.57206917,40.32458496,56.99869919,33.67215729,26.36058197,42.15900593,23.01957226,27.33010674,17.59624262
Liolaemus,boulengeri,crit,29,NA,,,43.99,-42.3947,-64.59311,,0,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,29.65748596,28.9041748,47.33420181,38.34211349,28.16568184,17.57206917,40.32458496,56.99869919,33.67215729,26.36058197,42.15900593,23.01957226,27.33010674,17.59624262
Cyprinodon,dearborni,leth,32,90,field_fresh,,35.7,18,-64.5,,0,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Marine,in_Brett_1970,Sunday_et_al_PRSB_2011,added acclimation as midpoint of field environmental range.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rivulus,marmoratus,leth,30,90,field_fresh,,35.7,18,-64.5,,0,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Marine,in_Brett_1970,Sunday_et_al_PRSB_2011,added acclimation as midpoint of field environmental range.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liolaemus,melanops,crit,29,NA,,,44.94,-42.26993,-64.0754,,900,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,29.47989845,28.71466064,47.07562637,38.15805817,28.21633339,17.71806145,40.12457275,56.68993759,33.73231506,26.16355286,41.83203812,23.07558088,27.26489258,17.71661577
Clupea,herengus,leth,10,8,,,19.6,47,-63.67,,0,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Marine,Brawn_1960_in_Brett_1970,Sunday_et_al_PRSB_2011,change reference because previous data was for larvae; added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saduria,entomon,leth,1.75,90,field_fresh,,25,65,-60,,0,Arthropoda,Malacostraca,Isopoda,Idoteidae,Marine,Scholander_et_al1953,Physiological_Zoology_Vol._26_No._1_(Jan._1953)_pp._67-92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pachycara,brachycephalum,crit,0,8,lab,,10,-61.72,-59.2,,0,Chordata,Actinopterygii,Perciformes,Zoarcidae,Marine,Van_Dijk_1999,Sunday_et_al_PRSB_2011,added acclimation and removed cold tolerance as artificial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liolaemus,multimaculatus,crit,29,NA,,,43.83,-38.54,-58.55266667,,0,Chordata,Reptilia,Squamata,Tropiduridae,Terrestrial,Cruz_et_al._2005,Sunday_et_al_PRSB_2011,,28.30073357,27.41662598,49.26800919,39.07304764,30.93369293,19.86026573,39.91156006,59.19047165,36.24587631,24.57196045,43.47223034,26.61318617,30.84883881,19.51077433
Limopsis,marionensis,leth,0,100,lab,,4,-75,-51,,0,Mollusca,Bivalvia,Arcoida,Limopsidae,Marine,Portner_et_al_1999,Sunday_et_al_PRSB_2011,added acclimation - held for 9 years; so chose arbitrary high number of days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liothyrella,uva,leth,0,30,lab,,4.5,-60.71,-45.6,,0,Brachiopoda,Rhynchonellata,Terebratulida,Terebratulidae,Marine,Peck_1989,Sunday_et_al_PRSB_2011,added acclimation; specimens were kept on a ship from antarctica to UK at 0ÔçC; so guessed 30 days; cold tolerance assumed; should be remvoed.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hippolyte,obliquimanus,crit,29,90,field_fresh,,34.7,-23.8,-45.4,,0,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Marine,Vinagre_et_al2014,Journal_of_Thermal_Biology_47_19-25._2014,added acclimation; more species could be added from this study,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parablennius,marmoreus,crit,29,90,field_fresh,,36.6,-23.8,-45.4,,0,Chordata,Actinopterygii,Perciformes,Blenniidae,Marine,Vinagre_et_al2014,Journal_of_Thermal_Biology_47_19-25._2014,added acclimation; more species could be added from this study,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tarentola,boettgeri,crit,23.5,7,,,42.6,27.929,-15.508,,0,Chordata,Reptilia,Squamata,Gekkonidae,Terrestrial,Brown_1996,Sunday_et_al_PRSB_2011,p.398,26.54300308,25.4296875,46.69409943,36.47074509,29.53959846,18.8914566,36.03549194,54.20403671,34.63336945,23.44190674,42.26698704,24.9152607,28.18258286,18.66275177
Acar,domingensis,crit,24,90,field_fresh,,39,-7.89,-14.38,,0,Mollusca,Bivalvia,Arcoida,Arcidae,Marine,Morley_et_al2016,"Journal_of_the_Marine_Biological_Association_of_the_United_Kingdom_

",added acclimation; some more species from antarctica could be added,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinometra,lucunter,crit,24,90,field_fresh,,37.1,-7.89,-14.38,,0,Echinodermata,Echinoidea,Echinoida,Echinometridae,Marine,Morley_et_al2016,Journal_of_the_Marine_Biological_Association_of_the_United_Kingdom_2016_96(1)_159_165,added acclimation; some more species from antarctica could be added,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
